a,b,km,csi
SL016,SL037,7.200738683682551,0.864406779661017
SL016,SL038,9.938934455797193,0.7857142857142857
SL016,SL040,10.733908312744674,0.8589263420724095
SL016,SL041,6.371721807331542,0.8163771712158809
SL016,SL042,2.209599435622214,0.7698412698412699
SL016,SL044,19.018207717750716,0.8361244019138756
SL016,SL045,9.34313345258109,0.8219895287958116
SL016,SL050,7.219867153123453,0.3150326797385621
SL016,SL051,8.70858762965196,0.34375
SL016,SL054,12.648079715745657,0.8709677419354839
SL016,SL055,4.749321360001556,0.8247011952191236
SL016,SL056,8.467997156519539,0.6282798833819242
SL016,SL062,6.667529234795838,0.8288100208768268
SL016,SL068,6.461321454858757,0.8151658767772512
SL016,SL017,10.361351078232902,0.71900826446281
SL018,SL019,5.313629512794531,0.39599383667180277
SL018,SL020,5.313443326990494,0.4962962962962963
SL018,SL021,12.719973547403526,0.42731277533039647
SL018,SL022,13.960305236646102,0.42397137745974955
SL018,SL023,22.016319577821665,0.6213333333333333
SL018,SL024,24.99718722541757,0.4431977559607293
SL018,SL025,11.741789848738776,0.6598540145985401
SL018,SL026,10.252466633416518,0.6953748006379585
SL018,SL027,8.954087620558807,0.4934687953555878
SL018,SL028,19.885196949014095,0.5531914893617021
SL018,SL029,1.961654360527624,0.5971563981042654
SL018,SL032,8.36730294243143,0.4057971014492754
SL018,SL033,13.927577710416724,0.6113074204946997
SL018,SL034,10.81926476124833,0.5986622073578596
SL018,SL035,7.323182428461006,0.4008438818565401
SL018,SL036,17.871274480163688,0.7981651376146789
SL018,SL037,18.403750299077977,0.569620253164557
SL018,SL038,6.6196436728978085,0.6327433628318584
SL018,SL040,11.11274240639792,0.6431818181818182
SL018,SL041,7.527284188416682,0.4723618090452261
SL018,SL042,11.479054503248488,0.5633074935400517
SL018,SL044,19.864361594762553,0.7104247104247104
SL018,SL045,22.38902048835367,0.671875
SL018,SL050,19.697980209409128,0.18733509234828497
SL018,SL051,22.05815531761931,0.20238095238095238
SL018,SL054,26.120235530026196,0.62
SL018,SL055,9.156298184646186,0.3862815884476534
SL018,SL056,8.059807248532723,0.5384615384615384
SL018,SL062,12.705936756724514,0.7709090909090909
SL018,SL068,10.745990245801258,0.4751131221719457
SL018,SL017,24.03268378611101,0.4213709677419355
SL019,SL020,0.8286277841395254,0.8682719546742209
SL019,SL021,7.687792026820899,0.748191027496382
SL019,SL022,13.897174415680366,0.6
SL019,SL023,21.629132123017474,0.7303102625298329
SL019,SL024,20.49010194198327,0.6695652173913044
SL019,SL025,8.239617586196914,0.6411378555798687
SL019,SL026,9.113843426605332,0.6220657276995305
SL019,SL027,7.453710944636232,0.8661257606490872
SL019,SL028,16.701034835358843,0.4444444444444444
SL019,SL029,3.371769607308021,0.8638297872340426
SL019,SL032,8.34366835280586,0.8257575757575758
SL019,SL033,9.523463807125307,0.6335877862595419
SL019,SL034,11.453554052336091,0.6455938697318008
SL019,SL035,5.031309782520226,0.882051282051282
SL019,SL036,16.621653021457337,0.8455284552845529
SL019,SL037,13.092125110577232,0.8544061302681992
SL019,SL038,6.202857056762577,0.8635235732009926
SL019,SL040,10.403970306795419,0.638268156424581
SL019,SL041,3.745738265242065,0.6198547215496368
SL019,SL042,6.677786658871928,0.7934131736526946
SL019,SL044,20.066463386161896,0.47309136420525655
SL019,SL045,17.958890582820803,0.38023952095808383
SL019,SL050,15.475382167468664,0.17133956386292834
SL019,SL051,16.861294082003134,0.25263157894736843
SL019,SL054,21.44328749757644,0.7052631578947368
SL019,SL055,4.072567632696896,0.6957364341085271
SL019,SL056,6.4978713238779395,0.8472222222222222
SL019,SL062,9.911058333636513,0.3403693931398417
SL019,SL068,8.010799984634666,0.8782608695652174
SL019,SL017,19.132067796928936,0.7447643979057592
SL020,SL021,7.447789480759894,0.8917431192660551
SL020,SL022,14.699793027628267,0.5628930817610063
